root_id,region,nt_type
720575940625031832,optic_lobe,ach
720575940625035022,central_complex,ACH
720575940625037292,optic_lobe,ach
720575940625038012,optic_lobe,ACH
720575940625041812,optic_lobe,GABA
720575940625045532,optic_lobe,ACH
720575940625052942,central_complex,GABA
720575940625062552,central_complex,GLUT
720575940625063742,central_complex,ACH
720575940625064592,central_complex,GLUT
720575940625067312,optic_lobe,ACH
720575940625070862,optic_lobe,ACH
720575940625071132,optic_lobe,ACH
720575940625071292,optic_lobe,ACH
720575940625072532,optic_lobe,GLUT
720575940625072572,optic_lobe,ACH
720575940625073592,optic_lobe,ACH
720575940625074762,optic_lobe,ACH
720575940625080862,central_complex,ACH
720575940625081272,optic_lobe,ACH
720575940625086392,optic_lobe,ACH
720575940625088952,optic_lobe,ACH
720575940625092792,optic_lobe,ACH
720575940625097992,antennal_lobe,ach
720575940625099452,optic_lobe,GABA
720575940625102692,central_complex,ACH
720575940625107352,central_complex,GLUT
720575940625108412,optic_lobe,ACH
720575940625109432,optic_lobe,GLUT
720575940625115422,central_complex,GLUT
720575940625116092,optic_lobe,GLUT
720575940625120492,optic_lobe,ach
720575940625120812,optic_lobe,ACH
720575940625122332,optic_lobe,GABA
720575940625131192,optic_lobe,ach
720575940625132472,optic_lobe,ACH
720575940625132802,central_complex,ACH
720575940625133752,optic_lobe,ACH
720575940625136142,optic_lobe,ACH
720575940625136572,optic_lobe,ach
720575940625137812,optic_lobe,ach
720575940625142972,optic_lobe,ACH
720575940625146122,central_complex,ACH
720575940625146882,central_complex,ACH
720575940625154232,optic_lobe,ACH
720575940625156752,optic_lobe,ACH
720575940625157392,optic_lobe,ach
720575940625159882,optic_lobe,ACH
720575940625164302,ventral_cord,SER
720575940625164732,optic_lobe,ACH
720575940625165412,optic_lobe,ACH
720575940625167112,optic_lobe,ACH
720575940625167852,optic_lobe,GLUT
720575940625170362,central_complex,GLUT
720575940625176092,central_complex,ACH
720575940625181112,optic_lobe,GABA
720575940625181982,central_complex,GLUT
720575940625183502,optic_lobe,ach
720575940625184782,ventral_cord,ACH
720575940625185772,optic_lobe,ACH
720575940625186312,optic_lobe,ach
720575940625188042,optic_lobe,ACH
720575940625190842,optic_lobe,ACH
720575940625191352,optic_lobe,ach
720575940625196472,optic_lobe,ACH
720575940625205392,central_complex,ACH
720575940625210382,optic_lobe,ACH
720575940625210632,optic_lobe,GLUT
720575940625213112,optic_lobe,ACH
720575940625216202,optic_lobe,ACH
720575940625222892,optic_lobe,GABA
720575940625224892,optic_lobe,ach
720575940625227272,antennal_lobe,GLUT
720575940625227672,antennal_lobe,ach
720575940625228302,optic_lobe,ACH
720575940625228862,optic_lobe,ACH
720575940625233552,optic_lobe,ACH
720575940625236232,optic_lobe,ACH
720575940625242512,optic_lobe,ACH
720575940625242882,optic_lobe,ACH
720575940625245192,optic_lobe,ACH
720575940625249072,optic_lobe,ACH
720575940625249772,antennal_lobe,ACH
720575940625255182,optic_lobe,ACH
720575940625256732,optic_lobe,ACH
720575940625258682,optic_lobe,GLUT
720575940625258932,optic_lobe,GLUT
720575940625259292,optic_lobe,GLUT
720575940625261872,optic_lobe,GLUT
720575940625261972,optic_lobe,GLUT
720575940625263802,central_complex,ACH
720575940625267092,optic_lobe,GLUT
720575940625269822,optic_lobe,ACH
720575940625270932,optic_lobe,ACH
720575940625272252,optic_lobe,ach
720575940625274772,optic_lobe,ACH
720575940625282232,optic_lobe,ach
720575940625285052,optic_lobe,ACH
720575940625294572,optic_lobe,ach
720575940625298412,antennal_lobe,GLUT
720575940625302252,optic_lobe,ACH
720575940625302672,central_complex,ach
720575940625302712,optic_lobe,ach
720575940625305492,optic_lobe,ACH
720575940625306812,optic_lobe,GABA
720575940625307662,optic_lobe,ACH
720575940625308162,central_complex,ACH
720575940625309882,central_complex,ACH
720575940625314352,optic_lobe,ACH
720575940625320462,optic_lobe,ACH
720575940625321452,optic_lobe,ach
720575940625321742,optic_lobe,ACH
720575940625322172,optic_lobe,GLUT
720575940625323962,central_complex,GLUT
720575940625328842,central_complex,GLUT
720575940625331132,optic_lobe,ach
720575940625333292,optic_lobe,ACH
720575940625333652,optic_lobe,ach
720575940625333822,central_complex,ACH
720575940625339372,antennal_lobe,ACH
720575940625341932,optic_lobe,ACH
720575940625342472,optic_lobe,SER
720575940625342652,optic_lobe,ACH
720575940625344062,central_complex,ACH
720575940625344612,optic_lobe,ACH
720575940625346362,central_complex,ACH
720575940625352712,optic_lobe,ACH
720575940625352852,central_complex,GABA
720575940625354782,optic_lobe,ACH
720575940625356732,central_complex,ACH
720575940625359292,optic_lobe,ACH
720575940625360572,optic_lobe,ACH
720575940625361552,optic_lobe,ACH
720575940625362952,optic_lobe,GABA
720575940625363202,optic_lobe,ACH
720575940625364972,antennal_lobe,ach
720575940625365512,central_complex,GLUT
720575940625367102,central_complex,GLUT
720575940625369362,optic_lobe,GLUT
720575940625374472,central_complex,ACH
720575940625375332,optic_lobe,ACH
720575940625376062,ventral_cord,GABA
720575940625376442,central_complex,SER
720575940625378312,optic_lobe,GABA
720575940625381902,optic_lobe,ach
720575940625383442,optic_lobe,ach
720575940625383572,antennal_lobe,ACH
720575940625384172,optic_lobe,ACH
720575940625384732,central_complex,ACH
720575940625388692,antennal_lobe,GLUT
720575940625391112,optic_lobe,GLUT
720575940625392532,antennal_lobe,GLUT
720575940625396152,optic_lobe,GABA
720575940625396252,ventral_cord,ACH
720575940625397022,optic_lobe,ACH
720575940625398792,optic_lobe,GABA
720575940625400382,optic_lobe,GLUT
720575940625405072,central_complex,ACH
720575940625405932,optic_lobe,GABA
720575940625407632,optic_lobe,ACH
720575940625410622,central_complex,GLUT
720575940625412872,optic_lobe,ACH
720575940625415452,optic_lobe,ACH
720575940625416292,central_complex,ACH
720575940625418002,optic_lobe,ACH
720575940625419272,antennal_lobe,ach
720575940625419312,optic_lobe,ACH
720575940625419412,optic_lobe,GABA
720575940625421242,optic_lobe,ach
720575940625424642,central_complex,ACH
720575940625426832,optic_lobe,ach
720575940625427272,central_complex,ACH
720575940625429652,antennal_lobe,ach
720575940625430302,central_complex,ACH
720575940625430932,antennal_lobe,ACH
720575940625431122,ventral_cord,ach
720575940625431652,optic_lobe,ACH
720575940625432072,optic_lobe,ACH
720575940625433662,central_complex,GLUT
720575940625435792,central_complex,GLUT
720575940625441482,optic_lobe,ACH
720575940625441772,optic_lobe,ACH
720575940625442192,antennal_lobe,ACH
720575940625442492,optic_lobe,ACH
720575940625453882,central_complex,ACH
720575940625454152,central_complex,ACH
720575940625454162,ventral_cord,ACH
720575940625457712,central_complex,ach
720575940625460232,optic_lobe,ACH
720575940625460632,central_complex,GABA
720575940625461762,central_complex,GABA
720575940625462252,antennal_lobe,ach
720575940625464072,central_complex,GLUT
720575940625464762,central_complex,GLUT
720575940625465352,optic_lobe,ACH
720575940625465802,central_complex,ACH
720575940625469642,optic_lobe,GLUT
720575940625472002,optic_lobe,ACH
720575940625472952,optic_lobe,ACH
720575940625473772,antennal_lobe,ach
720575940625474492,optic_lobe,ACH
720575940625475592,optic_lobe,ACH
720575940625476332,optic_lobe,ACH
720575940625477322,central_complex,ACH
720575940625478152,optic_lobe,ACH
720575940625479572,antennal_lobe,ach
720575940625483322,optic_lobe,ACH
720575940625483962,central_complex,ACH
720575940625484432,optic_lobe,ACH
720575940625484602,central_complex,ACH
720575940625486692,central_complex,ACH
720575940625490532,central_complex,GLUT
720575940625491092,optic_lobe,GABA
720575940625492152,antennal_lobe,ach
720575940625492232,optic_lobe,GLUT
720575940625494792,central_complex,GLUT
720575940625496762,antennal_lobe,ach
720575940625498092,optic_lobe,ACH
720575940625498512,central_complex,ACH
720575940625499912,optic_lobe,GLUT
720575940625501372,optic_lobe,ACH
720575940625501882,central_complex,ACH
720575940625503792,central_complex,GLUT
720575940625508752,central_complex,ACH
720575940625510402,central_complex,ACH
720575940625511572,antennal_lobe,ach
720575940625511762,central_complex,GABA
720575940625515322,central_complex,ACH
720575940625520412,antennal_lobe,ach
720575940625520442,optic_lobe,ACH
720575940625521422,optic_lobe,ACH
720575940625522872,optic_lobe,ACH
720575940625525912,central_complex,ACH
720575940625529232,optic_lobe,ACH
720575940625529362,optic_lobe,ACH
720575940625531032,optic_lobe,GLUT
720575940625531832,optic_lobe,GABA
720575940625533932,optic_lobe,GLUT
720575940625534612,antennal_lobe,ach
720575940625536002,central_complex,GABA
720575940625537822,central_complex,ACH
720575940625539082,optic_lobe,ACH
720575940625541612,optic_lobe,ACH
720575940625542172,antennal_lobe,ach
720575940625544172,optic_lobe,ACH
720575940625544732,optic_lobe,GLUT
720575940625548952,optic_lobe,ACH
720575940625549292,optic_lobe,ACH
720575940625552272,optic_lobe,ACH
720575940625552412,central_complex,ACH
720575940625562552,antennal_lobe,ACH
720575940625564362,optic_lobe,GLUT
720575940625565442,central_complex,GABA
720575940625566492,optic_lobe,ACH
720575940625567762,optic_lobe,ACH
720575940625570062,optic_lobe,GLUT
720575940625570492,optic_lobe,ACH
720575940625571732,optic_lobe,ach
720575940625572792,optic_lobe,ach
720575940625572892,optic_lobe,ACH
720575940625573012,antennal_lobe,ach
720575940625573322,ventral_cord,ACH
720575940625575592,ventral_cord,ACH
720575940625576962,optic_lobe,GLUT
720575940625577912,optic_lobe,ACH
720575940625579022,optic_lobe,ACH
720575940625579722,antennal_lobe,DA
720575940625580572,optic_lobe,ACH
720575940625583132,central_complex,ACH
720575940625585182,central_complex,ACH
720575940625585722,optic_lobe,ach
720575940625585812,optic_lobe,GLUT
720575940625585852,optic_lobe,GLUT
720575940625586122,central_complex,GABA
720575940625587642,central_complex,ACH
720575940625588412,optic_lobe,ACH
720575940625591042,central_complex,ACH
720575940625593492,antennal_lobe,ach
720575940625594552,optic_lobe,ach
720575940625595662,optic_lobe,ACH
720575940625597332,optic_lobe,ACH
720575940625597372,optic_lobe,ACH
720575940625598802,central_complex,ACH
720575940625602152,optic_lobe,ACH
720575940625603002,optic_lobe,ACH
720575940625603512,antennal_lobe,ach
720575940625605012,optic_lobe,ACH
720575940625606192,central_complex,ACH
720575940625609452,optic_lobe,GABA
720575940625609482,central_complex,GLUT
720575940625611412,antennal_lobe,ach
720575940625614572,optic_lobe,ACH
720575940625616312,optic_lobe,ACH
720575940625616532,optic_lobe,GABA
720575940625621652,optic_lobe,ACH
720575940625621832,central_complex,ACH
720575940625625392,optic_lobe,ach
720575940625626092,optic_lobe,ACH
720575940625627372,optic_lobe,ach
720575940625628052,optic_lobe,ACH
720575940625628772,optic_lobe,ACH
720575940625629332,optic_lobe,GABA
720575940625629642,optic_lobe,GLUT
720575940625630212,central_complex,GLUT
720575940625634492,antennal_lobe,ach
720575940625635052,optic_lobe,GLUT
720575940625635772,optic_lobe,ACH
720575940625637122,optic_lobe,ACH
720575940625637562,central_complex,ach
720575940625640122,optic_lobe,ACH
720575940625641402,ventral_cord,ACH
720575940625642012,central_complex,GABA
720575940625642302,ventral_cord,ach
720575940625643452,antennal_lobe,ACH
720575940625643672,central_complex,GLUT
720575940625645242,optic_lobe,ACH
720575940625647882,central_complex,ACH
720575940625652272,optic_lobe,GLUT
720575940625652972,optic_lobe,GLUT
720575940625653652,optic_lobe,ACH
720575940625655192,optic_lobe,ACH
720575940625655992,optic_lobe,ACH
720575940625656322,optic_lobe,ACH
720575940625656552,optic_lobe,ACH
720575940625659832,antennal_lobe,ACH
720575940625662352,optic_lobe,ACH
720575940625664202,antennal_lobe,ach
720575940625667052,optic_lobe,ACH
720575940625667902,optic_lobe,ACH
720575940625668452,optic_lobe,ACH
720575940625669032,central_complex,ACH
720575940625670602,antennal_lobe,ACH
720575940625670842,antennal_lobe,ACH
720575940625675412,antennal_lobe,ach
720575940625676012,central_complex,ACH
720575940625678862,optic_lobe,ACH
720575940625686202,optic_lobe,ach
720575940625686672,optic_lobe,ACH
720575940625686842,central_complex,ACH
720575940625690092,optic_lobe,GABA
720575940625691372,central_complex,GABA
720575940625694512,central_complex,ACH
720575940625695162,optic_lobe,ach
720575940625695502,antennal_lobe,ach
720575940625695772,antennal_lobe,ach
720575940625697772,optic_lobe,ACH
720575940625699052,optic_lobe,ACH
720575940625699082,optic_lobe,GABA
720575940625699992,central_complex,GABA
720575940625701612,optic_lobe,ACH
720575940625702192,optic_lobe,GLUT
720575940625702892,optic_lobe,ACH
720575940625704752,optic_lobe,GABA
720575940625704852,optic_lobe,GLUT
720575940625705032,central_complex,ACH
720575940625707522,optic_lobe,ACH
720575940625708732,antennal_lobe,ACH
720575940625709582,antennal_lobe,GLUT
720575940625711152,central_complex,ACH
720575940625714992,optic_lobe,ACH
720575940625716482,optic_lobe,ach
720575940625716552,ventral_cord,GLUT
720575940625717692,optic_lobe,ACH
720575940625718972,antennal_lobe,ACH
720575940625719562,central_complex,GLUT
720575940625720762,optic_lobe,GLUT
720575940625721802,optic_lobe,GABA
720575940625723922,optic_lobe,ACH
720575940625724072,central_complex,ACH
720575940625727892,optic_lobe,ACH
720575940625729342,ventral_cord,ACH
720575940625730562,central_complex,ACH
720575940625731002,optic_lobe,ACH
720575940625731512,optic_lobe,ACH
720575940625731842,optic_lobe,ACH
720575940625732042,central_complex,ACH
720575940625733052,antennal_lobe,ach
720575940625733392,optic_lobe,GABA
720575940625734672,optic_lobe,ACH
720575940625736892,antennal_lobe,ACH
720575940625737162,optic_lobe,ACH
720575940625740042,optic_lobe,GABA
720575940625747812,ventral_cord,GLUT
720575940625749842,central_complex,GLUT
720575940625750032,optic_lobe,GLUT
720575940625751102,optic_lobe,ACH
720575940625753872,optic_lobe,ACH
720575940625754552,optic_lobe,ACH
720575940625754942,optic_lobe,ACH
720575940625760912,ventral_cord,ACH
720575940625766842,central_complex,ach
720575940625770012,central_complex,GLUT
720575940625770172,antennal_lobe,ach
720575940625772692,optic_lobe,ACH
720575940625773752,central_complex,GLUT
720575940625773972,optic_lobe,ACH
720575940625775032,optic_lobe,GLUT
720575940625776272,central_complex,GLUT
720575940625779642,central_complex,ACH
720575940625781692,antennal_lobe,ach
720575940625789112,optic_lobe,ach
720575940625790352,central_complex,ACH
720575940625794232,optic_lobe,GLUT
720575940625796282,optic_lobe,ACH
720575940625796622,optic_lobe,ACH
720575940625798072,antennal_lobe,ach
720575940625798332,optic_lobe,ach
720575940625799472,optic_lobe,ach
720575940625799762,optic_lobe,ACH
720575940625800752,optic_lobe,ach
720575940625800852,central_complex,ACH
720575940625804692,optic_lobe,ACH
720575940625807152,central_complex,GABA
720575940625807972,optic_lobe,ACH
720575940625808272,optic_lobe,ach
720575940625809182,optic_lobe,ACH
720575940625809852,optic_lobe,ACH
720575940625811402,optic_lobe,ACH
720575940625811812,optic_lobe,GABA
720575940625812372,optic_lobe,ACH
720575940625813912,optic_lobe,ACH
720575940625814932,optic_lobe,ACH
720575940625815562,ventral_cord,ACH
720575940625816212,central_complex,ACH
720575940625817102,antennal_lobe,GLUT
720575940625817232,optic_lobe,GABA
720575940625820942,antennal_lobe,ACH
720575940625821332,optic_lobe,ACH
720575940625821672,ventral_cord,GABA
720575940625821982,optic_lobe,ACH
720575940625822612,optic_lobe,ACH
720575940625825432,central_complex,ACH
720575940625825892,optic_lobe,ACH
720575940625826352,central_complex,GLUT
720575940625826492,antennal_lobe,ACH
720575940625828752,central_complex,ACH
720575940625829192,central_complex,GABA
720575940625829892,central_complex,ACH
720575940625830032,optic_lobe,ACH
720575940625830072,antennal_lobe,ach
720575940625831352,optic_lobe,GLUT
720575940625834132,central_complex,ACH
720575940625835152,optic_lobe,ACH
720575940625836692,optic_lobe,ACH
720575940625837242,optic_lobe,GABA
720575940625840532,optic_lobe,ACH
720575940625843262,central_complex,ACH
720575940625845002,optic_lobe,GLUT
720575940625845242,ventral_cord,ACH
720575940625849232,optic_lobe,ACH
720575940625850552,optic_lobe,ACH
720575940625852602,optic_lobe,ACH
720575940625855632,optic_lobe,ACH
720575940625861642,central_complex,GLUT
720575940625862602,optic_lobe,ACH
720575940625864962,central_complex,GLUT
720575940625870992,optic_lobe,GABA
720575940625871132,central_complex,ACH
720575940625873712,central_complex,GABA
720575940625874992,central_complex,ACH
720575940625875282,optic_lobe,ACH
720575940625875402,central_complex,DA
720575940625876742,central_complex,GABA
720575940625877552,optic_lobe,ACH
720575940625877762,antennal_lobe,ach
720575940625880472,central_complex,DA
720575940625881272,optic_lobe,GABA
720575940625881672,central_complex,GLUT
720575940625881832,optic_lobe,ACH
720575940625882552,optic_lobe,GABA
720575940625885352,central_complex,GLUT
720575940625885512,antennal_lobe,ACH
720575940625890712,antennal_lobe,SER
720575940625890812,ventral_cord,ach
720575940625891002,optic_lobe,GLUT
720575940625891472,optic_lobe,GLUT
720575940625892912,optic_lobe,ACH
720575940625893372,ventral_cord,ach
720575940625894552,central_complex,ACH
720575940625895452,optic_lobe,ach
720575940625897572,central_complex,ACH
720575940625897742,antennal_lobe,ach
720575940625899292,optic_lobe,GABA
720575940625901002,central_complex,ACH
720575940625902282,central_complex,ACH
720575940625903902,optic_lobe,GABA
720575940625905712,optic_lobe,ACH
720575940625906702,optic_lobe,ACH
720575940625909962,antennal_lobe,ach
720575940625910542,optic_lobe,ACH
720575940625910832,optic_lobe,ACH
720575940625915952,optic_lobe,GLUT
720575940625916092,optic_lobe,GABA
720575940625919162,optic_lobe,ACH
720575940625921802,optic_lobe,ach
720575940625925892,central_complex,ACH
720575940625929872,optic_lobe,ACH
720575940625931312,optic_lobe,ACH
720575940625932302,antennal_lobe,ach
720575940625933872,optic_lobe,GLUT
720575940625940152,optic_lobe,GLUT
720575940625941022,antennal_lobe,SER
720575940625941762,ventral_cord,GABA
720575940625942372,optic_lobe,ACH
720575940625944252,optic_lobe,ACH
720575940625944382,optic_lobe,GLUT
720575940625947692,optic_lobe,ach
720575940625948362,optic_lobe,ACH
720575940625949212,central_complex,ACH
720575940625950052,optic_lobe,GABA
720575940625952002,central_complex,ACH
720575940625955472,optic_lobe,ACH
720575940625955992,central_complex,ACH
720575940625956042,optic_lobe,ACH
720575940625956652,optic_lobe,ach
720575940625958032,optic_lobe,ACH
720575940625958192,optic_lobe,ACH
720575940625958922,central_complex,GABA
720575940625959472,optic_lobe,ACH
720575940625962152,central_complex,ACH
720575940625962172,central_complex,ACH
720575940625962242,central_complex,GLUT
720575940625962312,central_complex,ACH
720575940625963432,ventral_cord,ach
720575940625965992,optic_lobe,GLUT
720575940625966152,optic_lobe,ACH
720575940625967132,central_complex,ACH
720575940625968792,central_complex,DA
720575940625969712,optic_lobe,ACH
720575940625969852,optic_lobe,GABA
720575940625971272,optic_lobe,GLUT
720575940625971642,optic_lobe,ACH
720575940625973692,optic_lobe,GLUT
720575940625974572,optic_lobe,ACH
720575940625974832,optic_lobe,ACH
720575940625977392,optic_lobe,ACH
720575940625977802,central_complex,ach
720575940625978382,optic_lobe,GABA
720575940625978882,central_complex,ACH
720575940625982782,central_complex,GABA
720575940625982792,optic_lobe,ACH
720575940625984782,optic_lobe,GLUT
720575940625985072,optic_lobe,ACH
720575940625989732,central_complex,ACH
720575940625990032,optic_lobe,GABA
720575940625991612,optic_lobe,ACH
720575940625995312,optic_lobe,GLUT
720575940625996592,optic_lobe,ACH
720575940625997872,optic_lobe,ach
720575940625998012,optic_lobe,ach
720575940626000142,optic_lobe,GABA
720575940626001182,optic_lobe,ACH
720575940626003642,central_complex,ACH
720575940626005392,optic_lobe,ACH
720575940626005962,optic_lobe,ach
720575940626007102,central_complex,ACH
720575940626009512,central_complex,ACH
720575940626009852,ventral_cord,ACH
720575940626010042,central_complex,ACH
720575940626010652,optic_lobe,ACH
720575940626011952,optic_lobe,ACH
720575940626012072,central_complex,GLUT
720575940626013112,optic_lobe,GABA
720575940626015242,antennal_lobe,ACH
720575940626018232,optic_lobe,ACH
720575940626019772,optic_lobe,ACH
720575940626020752,optic_lobe,ACH
720575940626021052,central_complex,SER
720575940626021902,optic_lobe,ach
720575940626023172,central_complex,GABA
720575940626024122,optic_lobe,ACH
720575940626027152,optic_lobe,GLUT
720575940626027672,optic_lobe,GABA
720575940626027752,ventral_cord,ACH
720575940626028472,central_complex,ACH
720575940626028592,optic_lobe,GLUT
720575940626028732,optic_lobe,ACH
720575940626029852,optic_lobe,ACH
720575940626031132,antennal_lobe,SER
720575940626031972,optic_lobe,ACH
720575940626033422,optic_lobe,ACH
720575940626033692,antennal_lobe,ach
720575940626036922,optic_lobe,ACH
720575940626041392,optic_lobe,ach
720575940626042812,optic_lobe,ACH
720575940626044942,optic_lobe,ACH
720575940626045352,optic_lobe,ach
720575940626046282,ventral_cord,GLUT
720575940626047492,optic_lobe,ACH
720575940626050062,optic_lobe,GLUT
720575940626051002,optic_lobe,ACH
720575940626052752,optic_lobe,ACH
720575940626053732,optic_lobe,ACH
720575940626054032,optic_lobe,ACH
720575940626059152,antennal_lobe,SER
720575940626062012,optic_lobe,ACH
720575940626063292,optic_lobe,ACH
720575940626065162,central_complex,GLUT
720575940626069962,central_complex,ACH
720575940626071192,central_complex,ach
720575940626071482,central_complex,ach
720575940626071822,optic_lobe,ach
720575940626073232,antennal_lobe,SER
720575940626075322,optic_lobe,ACH
720575940626075422,central_complex,GABA
720575940626081212,optic_lobe,GABA
720575940626082192,optic_lobe,GABA
720575940626085562,ventral_cord,ach
720575940626086842,central_complex,GLUT
720575940626086942,central_complex,ACH
720575940626087322,antennal_lobe,ACH
720575940626089502,central_complex,ACH
720575940626090242,optic_lobe,ACH
720575940626090782,central_complex,GLUT
720575940626091602,central_complex,GABA
720575940626091672,optic_lobe,ACH
720575940626091722,central_complex,ACH
720575940626091962,optic_lobe,ACH
720575940626092302,ventral_cord,ACH
720575940626093242,optic_lobe,ACH
720575940626094862,optic_lobe,GABA
720575940626097482,ventral_cord,ACH
720575940626100112,optic_lobe,ACH
720575940626101262,central_complex,ACH
720575940626102542,central_complex,ACH
720575940626104112,optic_lobe,ACH
720575940626104522,central_complex,ACH
720575940626109592,central_complex,ACH
720575940626109982,antennal_lobe,ACH
720575940626110362,antennal_lobe,GLUT
720575940626111502,optic_lobe,ACH
720575940626112062,central_complex,ACH
720575940626113972,optic_lobe,GLUT
720575940626116892,optic_lobe,ACH
720575940626117662,central_complex,ACH
720575940626118552,central_complex,GLUT
720575940626119472,optic_lobe,ach
720575940626123312,optic_lobe,ach
720575940626126522,optic_lobe,GLUT
720575940626126622,central_complex,ACH
720575940626127432,central_complex,ACH
720575940626133532,central_complex,GLUT
720575940626134202,optic_lobe,ACH
720575940626135122,central_complex,DA
720575940626136862,optic_lobe,ACH
720575940626139932,optic_lobe,ACH
720575940626139962,optic_lobe,ACH
720575940626145072,optic_lobe,ACH
720575940626146052,central_complex,ACH
720575940626150402,optic_lobe,ACH
720575940626150462,optic_lobe,ACH
720575940626152592,optic_lobe,ACH
720575940626154442,optic_lobe,ACH
720575940626158692,central_complex,ACH
720575940626161712,optic_lobe,ach
720575940626161922,optic_lobe,ACH
720575940626163202,optic_lobe,GLUT
720575940626165392,optic_lobe,ACH
720575940626166012,central_complex,ACH
720575940626168762,optic_lobe,ACH
720575940626170942,optic_lobe,GLUT
720575940626173232,optic_lobe,ACH
720575940626174522,optic_lobe,ACH
720575940626175162,optic_lobe,GABA
720575940626177072,optic_lobe,ACH
720575940626177482,optic_lobe,ACH
720575940626178762,optic_lobe,ACH
720575940626179082,optic_lobe,ACH
720575940626179472,optic_lobe,ach
720575940626180452,central_complex,GABA
720575940626180892,optic_lobe,ach
720575940626183882,optic_lobe,GLUT
720575940626186512,central_complex,ACH
720575940626186852,optic_lobe,GLUT
720575940626187602,optic_lobe,ach
720575940626187672,central_complex,GLUT
720575940626191152,optic_lobe,ACH
720575940626192132,optic_lobe,ACH
720575940626193252,optic_lobe,GLUT
720575940626196732,central_complex,GLUT
720575940626197532,antennal_lobe,ACH
720575940626199562,central_complex,SER
720575940626200112,optic_lobe,GLUT
720575940626200522,optic_lobe,GLUT
720575940626201372,central_complex,GABA
720575940626201512,central_complex,ACH
720575940626202212,optic_lobe,ACH
720575940626204312,central_complex,GABA
720575940626205702,central_complex,ach
720575940626206352,optic_lobe,ACH
720575940626206922,optic_lobe,ACH
720575940626209082,central_complex,GLUT
720575940626211472,optic_lobe,GLUT
720575940626213642,antennal_lobe,ACH
720575940626217572,optic_lobe,ACH
720575940626218392,central_complex,ACH
720575940626218442,optic_lobe,ACH
720575940626221872,optic_lobe,ach
720575940626225182,central_complex,ACH
720575940626227202,central_complex,ACH
720575940626227352,central_complex,GLUT
720575940626228562,optic_lobe,ACH
720575940626232862,central_complex,ACH
720575940626233512,optic_lobe,ACH
720575940626237522,optic_lobe,GLUT
720575940626238972,central_complex,ACH
720575940626240522,antennal_lobe,ACH
720575940626245932,optic_lobe,ACH
720575940626247012,central_complex,GLUT
720575940626252062,antennal_lobe,ach
720575940626254892,optic_lobe,ACH
720575940626255132,optic_lobe,GLUT
720575940626255632,central_complex,ACH
720575940626256992,antennal_lobe,ACH
720575940626258532,antennal_lobe,ach
720575940626261822,optic_lobe,GLUT
720575940626262372,optic_lobe,ACH
720575940626263192,optic_lobe,GLUT
720575940626263292,central_complex,ACH
720575940626268702,optic_lobe,ACH
720575940626269592,central_complex,GLUT
720575940626272002,optic_lobe,ACH
720575940626274822,central_complex,ACH
720575940626275632,optic_lobe,GABA
720575940626276682,optic_lobe,ACH
720575940626277382,central_complex,ACH
720575940626279742,central_complex,ACH
720575940626279882,optic_lobe,GLUT
720575940626282442,optic_lobe,ACH
720575940626284212,optic_lobe,ACH
720575940626284882,central_complex,ACH
720575940626285872,optic_lobe,ACH
720575940626286142,optic_lobe,GLUT
720575940626286432,antennal_lobe,ach
720575940626288272,antennal_lobe,ACH
720575940626290172,optic_lobe,ACH
720575940626290732,optic_lobe,ACH
720575940626295562,central_complex,ACH
720575940626296382,optic_lobe,GLUT
720575940626298512,optic_lobe,ACH
720575940626299082,optic_lobe,ACH
720575940626299962,central_complex,ACH
720575940626302982,central_complex,ach
720575940626305892,optic_lobe,ACH
720575940626307922,antennal_lobe,ACH
720575940626308752,optic_lobe,ach
720575940626309322,optic_lobe,GLUT
720575940626309562,optic_lobe,ACH
720575940626311882,optic_lobe,ACH
720575940626315052,optic_lobe,ACH
720575940626316602,antennal_lobe,ach
720575940626316802,central_complex,ACH
720575940626319902,central_complex,ACH
720575940626321482,central_complex,ACH
720575940626322992,antennal_lobe,ach
720575940626324632,optic_lobe,ACH
720575940626326952,central_complex,ACH
720575940626328932,optic_lobe,ACH
720575940626337082,central_complex,ACH
720575940626337342,optic_lobe,ACH
720575940626338622,optic_lobe,ACH
720575940626340892,optic_lobe,ACH
720575940626342402,optic_lobe,GLUT
720575940626345572,optic_lobe,GABA
720575940626345772,optic_lobe,ACH
720575940626346302,optic_lobe,ACH
720575940626347602,optic_lobe,ACH
720575940626349242,optic_lobe,ACH
720575940626349712,antennal_lobe,ach
720575940626360382,optic_lobe,ACH
720575940626360522,optic_lobe,ACH
720575940626363952,optic_lobe,ach
720575940626365212,optic_lobe,ACH
720575940626365502,optic_lobe,ACH
720575940626366492,optic_lobe,GLUT
720575940626366782,optic_lobe,ACH
720575940626366982,central_complex,SER
720575940626367632,optic_lobe,ACH
720575940626369892,optic_lobe,GLUT
720575940626370622,optic_lobe,ACH
720575940626371842,central_complex,ACH
720575940626372282,optic_lobe,ACH
720575940626373182,optic_lobe,ACH
720575940626375172,optic_lobe,ACH
720575940626378242,central_complex,GLUT
720575940626381002,optic_lobe,ACH
720575940626381882,central_complex,GABA
720575940626382142,optic_lobe,GLUT
720575940626382692,optic_lobe,ACH
720575940626385182,central_complex,ACH
720575940626387282,optic_lobe,GLUT
720575940626387812,optic_lobe,ACH
720575940626391562,central_complex,GABA
720575940626394942,optic_lobe,ACH
720575940626395492,optic_lobe,ACH
